id_v11,id_v10,id_grd_v13,lat,lon,geo_mtd,qa_rank,val_scn,val_src,rv_mcm_v10,rv_mcm_v11,har_src,pnt_src,qc
14575,14575,-999,53.9555002,-2.0038746,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14576,14576,-999,56.22111567,-3.711690942,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14577,14577,-999,55.91698149,-4.797222621,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14578,14578,-999,53.77901042,-2.17202884,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14579,14579,2590,56.046121,-4.130489,geo-matching MARS,M3,,,-999,21.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14580,14580,-999,50.84272402,0.178732509,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14581,14581,-999,54.2038238,-3.1525599,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14582,14582,-999,50.1504061,-5.135306,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14583,14583,-999,53.09126225,-2.156837931,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14584,14584,-999,53.60856765,-1.848871362,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14585,14585,2615,53.151235,-3.890736,geo-matching MARS,M2,,,-999,10.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14586,14586,-999,54.13615398,-4.675782937,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14587,14587,-999,53.38986303,-1.917463613,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14588,14588,-999,52.05686337,-2.343750612,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14589,14589,-999,53.54175782,-2.268711998,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14590,14590,-999,53.85116743,-2.018706443,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14591,14591,-999,52.54007046,-0.741924746,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14592,14592,-999,52.67290698,-2.306092035,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14593,14593,-999,50.95383576,-3.137393738,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14594,14594,3218,51.076539,0.397746,geo-matching MARS,M3,,,-999,31.4,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14595,14595,-999,52.48405841,-2.388470344,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14596,14596,-999,53.55785395,-2.068490172,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,JW,AM"
14597,14597,-999,51.9533485,-3.366314689,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14598,14598,-999,53.83305362,-1.49285472,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14599,14599,-999,55.95391736,-4.299784221,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14600,14600,-999,51.4430586,-0.4909644,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW"
14601,14601,-999,49.4527778,-2.6216667,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14602,14602,-999,55.80239846,-2.53892986,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14603,14603,-999,53.37727696,-1.585952162,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14604,14604,2602,54.585292,-2.128454,geo-matching MARS,M3,,,-999,15.3,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14605,14605,-999,53.49842446,-1.679797047,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14606,14606,-999,51.7173947,-4.153511791,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14607,14607,-999,55.62536609,-4.006489815,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14608,14608,-999,55.86058566,-2.543172335,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14609,14609,-999,57.49318201,-6.153245816,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14610,14610,-999,53.83876547,-2.048211587,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14611,14611,-999,53.81349901,-1.977028465,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14612,14612,-999,53.85590354,-2.278170347,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14613,14613,-999,53.8745195,-1.7943891,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14614,14614,-999,55.46981797,-3.44472963,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14615,14615,-999,51.75074226,-3.465957587,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14616,14616,-999,53.79754188,-2.172030164,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14617,14617,-999,53.64329947,-2.493111741,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14618,14618,-999,53.54259685,-1.826216392,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14619,14619,-999,54.7313297,-5.861616886,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14620,14620,-999,51.80949605,-3.200958916,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14621,14621,-999,55.81692204,-5.066327735,geocoding (Google Maps),C4,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14622,14622,-999,53.9314604,-2.0977205,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14623,14623,-999,56.0513442,-3.9867057,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW"
14624,14624,-999,53.69803637,-2.373214535,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14625,14625,-999,51.75260988,-3.477468011,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14626,14626,-999,55.0775569,-2.049437693,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14627,14627,-999,53.808769,-1.8203559,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14628,14628,-999,53.87113931,-1.533447209,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14629,14629,-999,53.2401023,-2.073106054,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14630,14630,-999,51.5981008,-3.7097134,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW"
14631,14631,-999,51.1655309,-3.8275027,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14632,14632,-999,54.5643355,-2.084164362,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14633,14633,-999,57.41352343,-4.789483321,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14634,14634,2610,54.074839,-1.91358,geocoding (Google Maps),C2,,,-999,21.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: CF,JZ,AX,AM,JW; GRanD-har: AX,JW"
14635,14635,-999,51.19119396,-4.138926901,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14636,14636,-999,54.3800058,-1.28932195,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14637,14637,2601,54.657453,-2.290119,geo-matching MARS,M3,,,-999,40.9,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14638,14638,2607,54.188256,-1.899386,geo-matching MARS,M3,,,-999,10.1,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14639,14639,2597,55.250452,-4.464583,geo-matching MARS,M2,,,-999,19.2,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14640,14640,-999,53.74238699,-2.321812554,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14641,14641,-999,55.78362361,-4.365064651,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14642,14642,-999,52.26333656,-3.598133606,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AX,AM,JW"
14643,14643,2561,57.514567,-4.67037,geo-matching MARS,M2,,,-999,59.5,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14644,14644,-999,57.20204304,-4.720917693,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14645,14645,-999,53.23870153,-2.060182605,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14646,14646,-999,51.79778337,-3.363597216,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14647,14647,2574,56.716202,-3.221392,geo-matching MARS,M2,,,-999,25,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14648,14648,2566,57.125772,-4.974391,geo-matching MARS,M3,,,-999,45.5,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14649,14649,-999,53.92762358,-2.720265931,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14650,14650,-999,53.53835535,-1.646711209,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14651,14651,2579,56.435518,-4.066321,geo-matching MARS,M2,,,-999,30.1,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14652,14652,-999,51.07254402,-3.366683908,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14653,14653,-999,53.36550886,-1.61094414,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14654,14654,-999,54.0188877,-2.776099793,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14655,14655,-999,50.61939831,-4.631195689,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14656,14656,2605,54.534414,-2.770586,geo-matching MARS,M3,,,-999,84.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14657,14657,-999,54.28377878,-6.620622234,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14658,14658,-999,54.18295871,-1.934891801,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14659,14659,-999,53.68402939,-2.066284923,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14660,14660,2626,52.461224,-3.836458,geo-matching MARS,M3,,,-999,32.6,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14661,14661,-999,53.60647334,-2.021775452,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14662,14662,-999,53.98268607,-1.718258708,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14663,14663,-999,55.8880215,-3.859165,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW"
14664,14664,-999,53.64223122,-2.013005291,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14665,14665,-999,53.85225795,-2.297909104,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14666,14666,-999,53.4586654,-1.2843107,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14667,14667,-999,56.01035022,-3.923697863,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14668,14668,-999,53.707879,-2.424005162,geocoding (Google Maps),C1,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW; val: JM,JW"
14669,14669,-999,50.10457913,-5.585573476,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14670,14670,-999,51.74557913,-1.358652361,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14671,14671,-999,56.23165838,-2.97485057,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14672,14672,-999,55.86584376,-3.317332323,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14673,14673,-999,53.41213603,-1.57428493,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14674,14674,2599,55.053451,-4.277917,geo-matching MARS,M2,,,-999,41.5,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14675,14675,-999,57.46322469,-4.511900472,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14676,14676,-999,55.08008804,-3.805135083,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14677,14677,-999,51.63243789,-2.824633334,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14678,14678,-999,51.88251635,-4.85309746,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14679,14679,-999,50.5060828,-4.494591477,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14680,14680,-999,52.57213086,-2.20974953,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14681,14681,-999,55.9072278,-4.74291405,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14682,14682,-999,55.98653399,-4.126355941,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14683,14683,-999,53.63568023,-2.255673604,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14684,14684,-999,53.27445157,-2.046239527,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14685,14685,2638,51.054576,-3.475591,geo-matching MARS,M3,,,-999,21.6,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14686,14686,-999,51.29534,-2.58941,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14687,14687,-999,53.42664551,-1.609229795,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14688,14688,2564,57.305263,-4.868924,geo-matching MARS,M2,,,-999,27.5,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14689,14689,-999,52.4238954,-3.8423496,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14690,14690,-999,55.91251089,-5.284889457,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14691,14691,-999,51.70783769,-4.146275935,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14692,14692,-999,53.60163639,-2.04349281,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14693,14693,-999,51.1195953,-3.1335776,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14694,14694,2631,52.26713,-3.57861,geo-matching MARS,M2,,,-999,35.5,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14695,14695,-999,51.630379,-3.8028437,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW"
14696,14696,-999,53.48137722,-1.917263613,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14697,14697,-999,53.78178863,-2.458985089,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14698,14698,-999,53.4648329,-2.130532867,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14699,14699,2559,57.64712,-4.911432,geo-matching MARS,M3,,,-999,380,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14700,14700,-999,54.1985645,-3.140041905,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14701,14701,-999,53.64235105,-2.218637067,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14702,14702,-999,56.16950822,-3.881024573,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14703,14703,-999,51.15611134,-3.941670893,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14704,14704,-999,53.5590296,-1.83450669,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14705,14705,-999,53.79733684,-2.054889375,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14706,14706,2575,56.700238,-4.862767,geo-matching MARS,M2,,,-999,111.3,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14707,14707,-999,53.35033678,-2.048300877,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14708,14708,-999,53.69576778,-2.500797617,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14709,14709,-999,54.27144769,-4.501630009,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14710,14710,-999,55.61311318,-3.990874356,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14711,14711,-999,53.678211,-2.241178423,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14712,14712,2592,55.493801,-3.253347,geo-matching MARS,M2,,,-999,66.2,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14713,14713,-999,55.8048507,-3.5691033,geocoding (Google Maps),C1,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,AM,JW; val: JM,JW"
14714,14714,-999,55.64350998,-2.906459558,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14715,14715,-999,54.86909521,-4.024237043,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14716,14716,-999,55.85040111,-2.800166813,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14717,14717,-999,53.48814036,-1.996844465,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14718,14718,-999,53.47932968,-1.935566545,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14719,14719,-999,53.63361801,-2.567830089,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14720,14720,-999,51.61829541,-3.073595289,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14721,14721,2585,56.248026,-4.65179,geocoding (Google Maps),C1,,,-999,12.3,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: MD,AM,JW; GRanD-har: AX"
14722,14722,-999,51.0033401,-4.1597141,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW"
14723,14723,-999,53.68849117,-2.127917297,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14724,14724,-999,56.4063662,-5.113067872,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14725,14725,2612,53.431392,-1.74403,geo-matching MARS,M2,,,-999,9,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14726,14726,-999,50.62920536,-3.688434312,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14727,14727,-999,57.01127489,-4.337279572,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14728,14728,-999,53.50804029,-1.770768693,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14729,14729,-999,55.98338594,-4.432961875,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14730,14730,2567,57.078731,-4.849063,geo-matching MARS,M3,,,-999,38.3,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14731,14731,-999,51.68193947,-2.976584717,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14732,14732,-999,53.65089409,-2.224306863,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14733,14733,-999,53.47149778,-1.9823254,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14734,14734,2598,55.18539,-2.461541,geocoding (Google Maps),C2,,,-999,199.2,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: CF,JZ,AX,AM,JW; GRanD-har: AX,JW"
14735,14735,-999,53.12503797,-2.011296658,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14736,14736,2576,56.584617,-4.43146,geo-matching MARS,M2,,,-999,42.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14737,14737,2627,52.319772,-1.338547,geo-matching MARS,M2,,,-999,22.7,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: AM,JW; GRanD-har: AX"
14738,14738,-999,55.89519637,-3.270769391,geo-matching MARS,M1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14739,14739,-999,53.6241551,-1.887434606,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14740,14740,-999,53.65142526,-1.848672261,geo-matching MARS,M2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
14741,14741,-999,53.8449997,-2.3711326,geocoding (Google Maps),C2,correct,Google Maps,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,AX,AM,JW; val: JM,JW"
14742,14742,-999,53.79151572,-2.098359472,geo-matching MARS,M3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,JW"
